
Host: node47.bme.utexas.edu

Timers On : Tue Mar  3 18:02:00 2020
Timers Off: Tue Mar  3 18:19:26 2020

Wall Time:     1046.70 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
JK: K2                              :   1847.417u      2.117s    187.137w     30 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.250u      0.017s      0.032w     15 calls
HF: Form D                          :      0.517u      0.000s      0.050w     15 calls
HF: DIIS                            :     19.733u      1.500s      2.129w     14 calls
DIISManager::add_entry              :      1.650u      0.283s      0.194w     14 calls
DIISManager::extrapolate            :      6.317u      1.117s      0.743w     14 calls
bMatrix setup                       :      3.000u      0.650s      0.362w     14 calls
bMatrix pseudoinverse               :      0.017u      0.000s      0.001w     14 calls
New vector                          :      3.283u      0.467s      0.379w     14 calls
HF: Form C                          :     50.583u      0.717s      5.130w     14 calls
DFMP2 Singles                       :      0.467u      0.017s      0.047w      1 calls
DFMP2 Aia                           :   1169.217u     22.417s    141.334w      1 calls
DFMP2 (A|mn)                        :    975.317u      0.667s     97.754w      3 calls
DFMP2 (A|mn)C_mi                    :     91.517u      0.250s      9.201w      3 calls
DFMP2 (A|mi)C_na                    :     75.183u      0.167s      7.541w      3 calls
DFMP2 Aia Write                     :      3.683u      4.683s      2.842w      3 calls
DFMP2 Qia                           :    634.350u     11.133s     70.139w      1 calls
DFMP2 Metric                        :    284.067u      3.583s     29.022w      1 calls
DFMP2 Aia Read                      :      0.017u      1.600s      1.073w      1 calls
DFMP2 (Q|A)(A|ia)                   :    346.833u      0.150s     34.785w      1 calls
DFMP2 Qia Write                     :      0.683u      3.850s      2.476w      1 calls
DFMP2 Energy                        :   2845.583u      6.483s    290.016w      1 calls
DFMP2 Qia Read                      :      1.850u      1.467s      1.986w      2 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      2.333u      0.317s      0.817w      1 calls
JK: (A|mn)                          :   1606.883u      0.733s    161.067w      1 calls
JK: (A|Q)^-1/2                      :    267.700u      3.900s     28.122w      1 calls
JK: (Q|mn)                          :   1320.300u      0.967s    132.454w      1 calls
HF: Form core H                     :      1.150u      0.050s      0.135w      1 calls
HF: Form S/X                        :      3.167u      0.050s      0.323w      1 calls
HF: Guess                           :      8.817u      0.250s      0.908w      1 calls
| SAD Guess                         :      8.633u      0.250s      0.889w      1 calls
HF: Form G                          :   4553.350u    211.233s    591.914w     15 calls
| JK: D                             :      0.533u      0.000s      0.053w     15 calls
| JK: USO2AO                        :      0.367u      0.000s      0.034w     15 calls
| JK: JK                            :   4551.867u    211.233s    591.768w     15 calls
| | JK: J                           :    129.350u      1.133s     15.541w     30 calls
| | | JK: J1                        :     62.183u      0.633s      8.682w     30 calls
| | | JK: J2                        :     65.700u      0.483s      6.656w     30 calls
| | JK: K                           :   4382.500u      3.417s    441.252w     30 calls
| | | JK: K1                        :   2534.900u      1.283s    254.088w     30 calls
| | | JK: K2                        :   1847.417u      2.117s    187.137w     30 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.250u      0.017s      0.032w     15 calls
HF: Form D                          :      0.517u      0.000s      0.050w     15 calls
HF: DIIS                            :     19.733u      1.500s      2.129w     14 calls
| DIISManager::add_entry            :      1.650u      0.283s      0.194w     14 calls
| DIISManager::extrapolate          :      6.317u      1.117s      0.743w     14 calls
| | bMatrix setup                   :      3.000u      0.650s      0.362w     14 calls
| | bMatrix pseudoinverse           :      0.017u      0.000s      0.001w     14 calls
| | New vector                      :      3.283u      0.467s      0.379w     14 calls
HF: Form C                          :     50.583u      0.717s      5.130w     14 calls
DFMP2 Singles                       :      0.467u      0.017s      0.047w      1 calls
DFMP2 Aia                           :   1169.217u     22.417s    141.334w      1 calls
| DFMP2 (A|mn)                      :    975.317u      0.667s     97.754w      3 calls
| DFMP2 (A|mn)C_mi                  :     91.517u      0.250s      9.201w      3 calls
| DFMP2 (A|mi)C_na                  :     75.183u      0.167s      7.541w      3 calls
| DFMP2 Aia Write                   :      3.683u      4.683s      2.842w      3 calls
DFMP2 Qia                           :    634.350u     11.133s     70.139w      1 calls
| DFMP2 Metric                      :    284.067u      3.583s     29.022w      1 calls
| DFMP2 Aia Read                    :      0.017u      1.600s      1.073w      1 calls
| DFMP2 (Q|A)(A|ia)                 :    346.833u      0.150s     34.785w      1 calls
| DFMP2 Qia Write                   :      0.683u      3.850s      2.476w      1 calls
DFMP2 Energy                        :   2845.583u      6.483s    290.016w      1 calls
| DFMP2 Qia Read                    :      1.850u      1.467s      1.986w      2 calls

**************************************************************************************

Host: node49.bme.utexas.edu

Timers On : Tue Apr 14 12:43:37 2020
Timers Off: Tue Apr 14 13:07:41 2020

Wall Time:     1444.43 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      2.917u      0.317s      0.996w      1 calls
JK: (A|mn)                          :   1508.183u      1.083s    151.131w      1 calls
JK: (A|Q)^-1/2                      :    263.917u      3.583s     27.586w      1 calls
JK: (Q|mn)                          :   1248.583u      1.283s    125.618w      1 calls
HF: Form core H                     :      0.450u      0.017s      0.050w      1 calls
HF: Form S/X                        :      2.983u      0.050s      0.303w      1 calls
HF: Guess                           :      8.950u      0.300s      0.938w      1 calls
SAD Guess                           :      8.767u      0.300s      0.919w      1 calls
HF: Form G                          :   4798.017u    181.817s    596.224w     15 calls
JK: D                               :      0.517u      0.000s      0.049w     15 calls
JK: USO2AO                          :      0.250u      0.000s      0.028w     15 calls
JK: JK                              :   4796.733u    181.817s    596.091w     15 calls
JK: J                               :    110.450u      0.900s     11.468w     30 calls
JK: J1                              :     51.283u      0.467s      5.445w     30 calls
JK: J2                              :     57.950u      0.417s      5.852w     30 calls
JK: K                               :   4653.117u      3.167s    467.825w     30 calls
JK: K1                              :   2881.617u      1.500s    288.818w     30 calls
JK: K2                              :   1771.250u      1.633s    178.982w     30 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.317u      0.000s      0.028w     15 calls
HF: Form D                          :      0.483u      0.000s      0.046w     15 calls
HF: DIIS                            :     18.383u      1.333s      1.976w     14 calls
DIISManager::add_entry              :      1.483u      0.317s      0.183w     14 calls
DIISManager::extrapolate            :      5.600u      0.950s      0.660w     14 calls
bMatrix setup                       :      2.817u      0.517s      0.339w     14 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.001w     14 calls
New vector                          :      2.783u      0.417s      0.319w     14 calls
HF: Form C                          :     47.583u      0.550s      4.820w     14 calls
DFMP2 Singles                       :      0.450u      0.000s      0.047w      1 calls
DFMP2 Aia                           :   1161.600u     32.700s    147.613w      1 calls
DFMP2 (A|mn)                        :    960.133u      0.633s     96.265w      3 calls
DFMP2 (A|mn)C_mi                    :     97.583u      0.267s      9.803w      3 calls
DFMP2 (A|mi)C_na                    :     76.800u      0.100s      7.701w      3 calls
DFMP2 Aia Write                     :      3.900u      4.450s      2.587w      3 calls
DFMP2 Qia                           :    637.750u     10.567s     72.586w      1 calls
DFMP2 Metric                        :    295.217u      3.300s     30.136w      1 calls
DFMP2 Aia Read                      :      0.017u      1.583s      3.557w      1 calls
DFMP2 (Q|A)(A|ia)                   :    339.083u      0.117s     34.070w      1 calls
DFMP2 Qia Write                     :      0.650u      3.567s      2.677w      1 calls
DFMP2 Energy                        :   2804.700u      6.983s    287.362w      1 calls
DFMP2 Qia Read                      :      2.583u      1.817s      2.651w      2 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      2.917u      0.317s      0.996w      1 calls
JK: (A|mn)                          :   1508.183u      1.083s    151.131w      1 calls
JK: (A|Q)^-1/2                      :    263.917u      3.583s     27.586w      1 calls
JK: (Q|mn)                          :   1248.583u      1.283s    125.618w      1 calls
HF: Form core H                     :      0.450u      0.017s      0.050w      1 calls
HF: Form S/X                        :      2.983u      0.050s      0.303w      1 calls
HF: Guess                           :      8.950u      0.300s      0.938w      1 calls
| SAD Guess                         :      8.767u      0.300s      0.919w      1 calls
HF: Form G                          :   4798.017u    181.817s    596.224w     15 calls
| JK: D                             :      0.517u      0.000s      0.049w     15 calls
| JK: USO2AO                        :      0.250u      0.000s      0.028w     15 calls
| JK: JK                            :   4796.733u    181.817s    596.091w     15 calls
| | JK: J                           :    110.450u      0.900s     11.468w     30 calls
| | | JK: J1                        :     51.283u      0.467s      5.445w     30 calls
| | | JK: J2                        :     57.950u      0.417s      5.852w     30 calls
| | JK: K                           :   4653.117u      3.167s    467.825w     30 calls
| | | JK: K1                        :   2881.617u      1.500s    288.818w     30 calls
| | | JK: K2                        :   1771.250u      1.633s    178.982w     30 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.317u      0.000s      0.028w     15 calls
HF: Form D                          :      0.483u      0.000s      0.046w     15 calls
HF: DIIS                            :     18.383u      1.333s      1.976w     14 calls
| DIISManager::add_entry            :      1.483u      0.317s      0.183w     14 calls
| DIISManager::extrapolate          :      5.600u      0.950s      0.660w     14 calls
| | bMatrix setup                   :      2.817u      0.517s      0.339w     14 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.001w     14 calls
| | New vector                      :      2.783u      0.417s      0.319w     14 calls
HF: Form C                          :     47.583u      0.550s      4.820w     14 calls
DFMP2 Singles                       :      0.450u      0.000s      0.047w      1 calls
DFMP2 Aia                           :   1161.600u     32.700s    147.613w      1 calls
| DFMP2 (A|mn)                      :    960.133u      0.633s     96.265w      3 calls
| DFMP2 (A|mn)C_mi                  :     97.583u      0.267s      9.803w      3 calls
| DFMP2 (A|mi)C_na                  :     76.800u      0.100s      7.701w      3 calls
| DFMP2 Aia Write                   :      3.900u      4.450s      2.587w      3 calls
DFMP2 Qia                           :    637.750u     10.567s     72.586w      1 calls
| DFMP2 Metric                      :    295.217u      3.300s     30.136w      1 calls
| DFMP2 Aia Read                    :      0.017u      1.583s      3.557w      1 calls
| DFMP2 (Q|A)(A|ia)                 :    339.083u      0.117s     34.070w      1 calls
| DFMP2 Qia Write                   :      0.650u      3.567s      2.677w      1 calls
DFMP2 Energy                        :   2804.700u      6.983s    287.362w      1 calls
| DFMP2 Qia Read                    :      2.583u      1.817s      2.651w      2 calls

**************************************************************************************

Host: node43.bme.utexas.edu

Timers On : Tue Apr 14 12:36:34 2020
Timers Off: Tue Apr 14 13:00:49 2020

Wall Time:     1454.49 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      2.667u      0.417s      0.957w      1 calls
JK: (A|Q)^-1                        :    403.450u     24.583s     41.548w      1 calls
JK: (A|mn)                          :    412.200u      0.900s     41.511w      1 calls
JK: (Q|mn)                          :   2127.333u      9.117s    229.001w      1 calls
JK: (Q|mn) Write                    :      0.783u     11.683s      7.083w      1 calls
HF: Form core H                     :      0.083u      0.000s      0.053w      1 calls
HF: Form S/X                        :      4.267u      0.150s      0.440w      1 calls
HF: Guess                           :     10.367u      0.617s      1.103w      1 calls
SAD Guess                           :     10.083u      0.600s      1.071w      1 calls
HF: Form G                          :   5148.200u    170.317s    636.478w     15 calls
JK: D                               :      0.700u      0.033s      0.074w     15 calls
JK: USO2AO                          :      0.367u      0.067s      0.043w     15 calls
JK: JK                              :   5146.433u    170.167s    636.279w     15 calls
JK: (Q|mn) Read                     :     10.483u     98.067s     59.486w     30 calls
JK: J                               :    145.617u      0.750s     14.751w     30 calls
JK: J1                              :     73.500u      0.350s      7.392w     30 calls
JK: J2                              :     70.633u      0.333s      7.097w     30 calls
JK: K                               :   4915.767u      7.233s    495.558w     30 calls
JK: K1                              :   2941.167u      3.217s    294.500w     30 calls
JK: K2                              :   1974.167u      3.883s    201.007w     30 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.450u      0.050s      0.050w     15 calls
HF: Form D                          :      0.567u      0.000s      0.058w     15 calls
HF: DIIS                            :     20.350u      1.767s      2.206w     14 calls
DIISManager::add_entry              :      1.533u      0.300s      0.183w     14 calls
DIISManager::extrapolate            :      5.733u      1.217s      0.695w     14 calls
bMatrix setup                       :      2.833u      0.717s      0.354w     14 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.002w     14 calls
New vector                          :      2.900u      0.500s      0.338w     14 calls
HF: Form C                          :     45.733u      1.017s      4.682w     14 calls
DFMP2 Singles                       :      0.517u      0.033s      0.054w      1 calls
DFMP2 Aia                           :    888.850u      8.917s    102.135w      1 calls
DFMP2 (A|mn)                        :    692.633u      0.083s     69.278w      3 calls
DFMP2 (A|mn)C_mi                    :     92.817u      0.083s      9.290w      3 calls
DFMP2 (A|mi)C_na                    :     81.433u      0.133s      8.157w      3 calls
DFMP2 Aia Write                     :      3.267u      3.300s      1.853w      3 calls
DFMP2 Qia                           :    635.100u      9.600s     68.415w      1 calls
DFMP2 Metric                        :    280.550u      2.983s     28.543w      1 calls
DFMP2 Aia Read                      :      0.050u      1.483s      0.924w      1 calls
DFMP2 (Q|A)(A|ia)                   :    350.900u      0.200s     35.154w      1 calls
DFMP2 Qia Write                     :      0.567u      2.833s      1.696w      1 calls
DFMP2 Energy                        :   2907.967u      5.367s    295.263w      1 calls
DFMP2 Qia Read                      :      1.583u      1.467s      1.835w      2 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      2.667u      0.417s      0.957w      1 calls
JK: (A|Q)^-1                        :    403.450u     24.583s     41.548w      1 calls
JK: (A|mn)                          :    412.200u      0.900s     41.511w      1 calls
JK: (Q|mn)                          :   2127.333u      9.117s    229.001w      1 calls
JK: (Q|mn) Write                    :      0.783u     11.683s      7.083w      1 calls
HF: Form core H                     :      0.083u      0.000s      0.053w      1 calls
HF: Form S/X                        :      4.267u      0.150s      0.440w      1 calls
HF: Guess                           :     10.367u      0.617s      1.103w      1 calls
| SAD Guess                         :     10.083u      0.600s      1.071w      1 calls
HF: Form G                          :   5148.200u    170.317s    636.478w     15 calls
| JK: D                             :      0.700u      0.033s      0.074w     15 calls
| JK: USO2AO                        :      0.367u      0.067s      0.043w     15 calls
| JK: JK                            :   5146.433u    170.167s    636.279w     15 calls
| | JK: (Q|mn) Read                 :     10.483u     98.067s     59.486w     30 calls
| | JK: J                           :    145.617u      0.750s     14.751w     30 calls
| | | JK: J1                        :     73.500u      0.350s      7.392w     30 calls
| | | JK: J2                        :     70.633u      0.333s      7.097w     30 calls
| | JK: K                           :   4915.767u      7.233s    495.558w     30 calls
| | | JK: K1                        :   2941.167u      3.217s    294.500w     30 calls
| | | JK: K2                        :   1974.167u      3.883s    201.007w     30 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.450u      0.050s      0.050w     15 calls
HF: Form D                          :      0.567u      0.000s      0.058w     15 calls
HF: DIIS                            :     20.350u      1.767s      2.206w     14 calls
| DIISManager::add_entry            :      1.533u      0.300s      0.183w     14 calls
| DIISManager::extrapolate          :      5.733u      1.217s      0.695w     14 calls
| | bMatrix setup                   :      2.833u      0.717s      0.354w     14 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.002w     14 calls
| | New vector                      :      2.900u      0.500s      0.338w     14 calls
HF: Form C                          :     45.733u      1.017s      4.682w     14 calls
DFMP2 Singles                       :      0.517u      0.033s      0.054w      1 calls
DFMP2 Aia                           :    888.850u      8.917s    102.135w      1 calls
| DFMP2 (A|mn)                      :    692.633u      0.083s     69.278w      3 calls
| DFMP2 (A|mn)C_mi                  :     92.817u      0.083s      9.290w      3 calls
| DFMP2 (A|mi)C_na                  :     81.433u      0.133s      8.157w      3 calls
| DFMP2 Aia Write                   :      3.267u      3.300s      1.853w      3 calls
DFMP2 Qia                           :    635.100u      9.600s     68.415w      1 calls
| DFMP2 Metric                      :    280.550u      2.983s     28.543w      1 calls
| DFMP2 Aia Read                    :      0.050u      1.483s      0.924w      1 calls
| DFMP2 (Q|A)(A|ia)                 :    350.900u      0.200s     35.154w      1 calls
| DFMP2 Qia Write                   :      0.567u      2.833s      1.696w      1 calls
DFMP2 Energy                        :   2907.967u      5.367s    295.263w      1 calls
| DFMP2 Qia Read                    :      1.583u      1.467s      1.835w      2 calls

**************************************************************************************

Host: node51.bme.utexas.edu

Timers On : Tue Apr 14 12:43:43 2020
Timers Off: Tue Apr 14 13:07:46 2020

Wall Time:     1443.71 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      3.933u      0.417s      1.336w      1 calls
JK: (A|mn)                          :   2130.617u      0.200s    213.394w      1 calls
JK: (A|Q)^-1/2                      :    349.917u      6.133s     35.868w      1 calls
JK: (Q|mn)                          :   1297.867u      1.233s    130.910w      1 calls
HF: Form core H                     :      0.600u      0.067s      0.068w      1 calls
HF: Form S/X                        :      3.533u      0.083s      0.362w      1 calls
HF: Guess                           :      8.900u      0.550s      0.946w      1 calls
SAD Guess                           :      8.667u      0.517s      0.922w      1 calls
HF: Form G                          :   4838.700u     36.217s    517.412w     15 calls
JK: D                               :      0.633u      0.033s      0.066w     15 calls
JK: USO2AO                          :      0.517u      0.050s      0.050w     15 calls
JK: JK                              :   4836.750u     36.117s    517.209w     15 calls
JK: J                               :    147.233u      2.600s     15.110w     30 calls
JK: J1                              :     72.033u      1.483s      7.383w     30 calls
JK: J2                              :     73.667u      1.050s      7.484w     30 calls
JK: K                               :   4632.183u      4.967s    467.706w     30 calls
JK: K1                              :   2721.633u      1.350s    272.787w     30 calls
JK: K2                              :   1910.167u      3.617s    194.885w     30 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.500u      0.033s      0.046w     15 calls
HF: Form D                          :      0.550u      0.017s      0.056w     15 calls
HF: DIIS                            :     21.400u      1.833s      2.330w     14 calls
DIISManager::add_entry              :      2.067u      0.433s      0.251w     14 calls
DIISManager::extrapolate            :      6.350u      1.283s      0.765w     14 calls
bMatrix setup                       :      3.067u      0.750s      0.382w     14 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.002w     14 calls
New vector                          :      3.283u      0.533s      0.381w     14 calls
HF: Form C                          :     52.833u      1.333s      5.426w     14 calls
DFMP2 Singles                       :      0.467u      0.017s      0.049w      1 calls
DFMP2 Aia                           :   1282.533u     11.200s    146.929w      1 calls
DFMP2 (A|mn)                        :   1059.733u      0.117s    106.149w      3 calls
DFMP2 (A|mn)C_mi                    :    108.100u      0.383s     10.879w      3 calls
DFMP2 (A|mi)C_na                    :     84.117u      0.117s      8.438w      3 calls
DFMP2 Aia Write                     :      3.567u      4.567s      2.591w      3 calls
DFMP2 Qia                           :    686.483u     12.583s     75.089w      1 calls
DFMP2 Metric                        :    330.483u      4.950s     33.798w      1 calls
DFMP2 Aia Read                      :      0.017u      1.517s      0.921w      1 calls
DFMP2 (Q|A)(A|ia)                   :    352.383u      0.133s     35.523w      1 calls
DFMP2 Qia Write                     :      0.600u      3.717s      2.214w      1 calls
DFMP2 Energy                        :   2920.317u      5.950s    297.264w      1 calls
DFMP2 Qia Read                      :      1.717u      1.550s      1.954w      2 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      3.933u      0.417s      1.336w      1 calls
JK: (A|mn)                          :   2130.617u      0.200s    213.394w      1 calls
JK: (A|Q)^-1/2                      :    349.917u      6.133s     35.868w      1 calls
JK: (Q|mn)                          :   1297.867u      1.233s    130.910w      1 calls
HF: Form core H                     :      0.600u      0.067s      0.068w      1 calls
HF: Form S/X                        :      3.533u      0.083s      0.362w      1 calls
HF: Guess                           :      8.900u      0.550s      0.946w      1 calls
| SAD Guess                         :      8.667u      0.517s      0.922w      1 calls
HF: Form G                          :   4838.700u     36.217s    517.412w     15 calls
| JK: D                             :      0.633u      0.033s      0.066w     15 calls
| JK: USO2AO                        :      0.517u      0.050s      0.050w     15 calls
| JK: JK                            :   4836.750u     36.117s    517.209w     15 calls
| | JK: J                           :    147.233u      2.600s     15.110w     30 calls
| | | JK: J1                        :     72.033u      1.483s      7.383w     30 calls
| | | JK: J2                        :     73.667u      1.050s      7.484w     30 calls
| | JK: K                           :   4632.183u      4.967s    467.706w     30 calls
| | | JK: K1                        :   2721.633u      1.350s    272.787w     30 calls
| | | JK: K2                        :   1910.167u      3.617s    194.885w     30 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.500u      0.033s      0.046w     15 calls
HF: Form D                          :      0.550u      0.017s      0.056w     15 calls
HF: DIIS                            :     21.400u      1.833s      2.330w     14 calls
| DIISManager::add_entry            :      2.067u      0.433s      0.251w     14 calls
| DIISManager::extrapolate          :      6.350u      1.283s      0.765w     14 calls
| | bMatrix setup                   :      3.067u      0.750s      0.382w     14 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.002w     14 calls
| | New vector                      :      3.283u      0.533s      0.381w     14 calls
HF: Form C                          :     52.833u      1.333s      5.426w     14 calls
DFMP2 Singles                       :      0.467u      0.017s      0.049w      1 calls
DFMP2 Aia                           :   1282.533u     11.200s    146.929w      1 calls
| DFMP2 (A|mn)                      :   1059.733u      0.117s    106.149w      3 calls
| DFMP2 (A|mn)C_mi                  :    108.100u      0.383s     10.879w      3 calls
| DFMP2 (A|mi)C_na                  :     84.117u      0.117s      8.438w      3 calls
| DFMP2 Aia Write                   :      3.567u      4.567s      2.591w      3 calls
DFMP2 Qia                           :    686.483u     12.583s     75.089w      1 calls
| DFMP2 Metric                      :    330.483u      4.950s     33.798w      1 calls
| DFMP2 Aia Read                    :      0.017u      1.517s      0.921w      1 calls
| DFMP2 (Q|A)(A|ia)                 :    352.383u      0.133s     35.523w      1 calls
| DFMP2 Qia Write                   :      0.600u      3.717s      2.214w      1 calls
DFMP2 Energy                        :   2920.317u      5.950s    297.264w      1 calls
| DFMP2 Qia Read                    :      1.717u      1.550s      1.954w      2 calls

**************************************************************************************

Host: node85.bme.utexas.edu

Timers On : Tue Apr 14 12:44:39 2020
Timers Off: Tue Apr 14 13:07:59 2020

Wall Time:     1400.39 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      3.700u      0.383s      1.253w      1 calls
JK: (A|mn)                          :   2065.817u      0.150s    206.882w      1 calls
JK: (A|Q)^-1/2                      :    283.933u      2.667s     28.756w      1 calls
JK: (Q|mn)                          :   1380.800u      1.233s    138.445w      1 calls
HF: Form core H                     :      0.550u      0.033s      0.062w      1 calls
HF: Form S/X                        :      3.500u      0.067s      0.358w      1 calls
HF: Guess                           :      8.650u      0.250s      0.891w      1 calls
SAD Guess                           :      8.467u      0.250s      0.873w      1 calls
HF: Form G                          :   4557.350u     24.250s    474.577w     15 calls
JK: D                               :      0.500u      0.017s      0.053w     15 calls
JK: USO2AO                          :      0.317u      0.017s      0.034w     15 calls
JK: JK                              :   4555.950u     24.217s    474.428w     15 calls
JK: J                               :    129.483u      1.267s     13.143w     30 calls
JK: J1                              :     66.183u      0.617s      6.693w     30 calls
JK: J2                              :     61.650u      0.600s      6.236w     30 calls
JK: K                               :   4385.267u      2.350s    440.739w     30 calls
JK: K1                              :   2541.083u      0.583s    254.583w     30 calls
JK: K2                              :   1843.950u      1.750s    186.131w     30 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.383u      0.017s      0.035w     15 calls
HF: Form D                          :      0.483u      0.017s      0.051w     15 calls
HF: DIIS                            :     19.983u      1.450s      2.141w     14 calls
DIISManager::add_entry              :      1.683u      0.300s      0.194w     14 calls
DIISManager::extrapolate            :      6.283u      1.083s      0.729w     14 calls
bMatrix setup                       :      3.100u      0.617s      0.371w     14 calls
bMatrix pseudoinverse               :      0.067u      0.000s      0.001w     14 calls
New vector                          :      3.100u      0.467s      0.356w     14 calls
HF: Form C                          :     49.567u      0.583s      5.027w     14 calls
DFMP2 Singles                       :      0.683u      0.033s      0.073w      1 calls
DFMP2 Aia                           :   1326.100u     11.417s    149.968w      1 calls
DFMP2 (A|mn)                        :   1117.350u      1.000s    112.003w      3 calls
DFMP2 (A|mn)C_mi                    :     97.317u      0.300s      9.812w      3 calls
DFMP2 (A|mi)C_na                    :     84.100u      0.233s      8.448w      3 calls
DFMP2 Aia Write                     :      2.750u      4.350s      2.567w      3 calls
DFMP2 Qia                           :    696.650u     12.233s     76.259w      1 calls
DFMP2 Metric                        :    336.883u      3.400s     34.265w      1 calls
DFMP2 Aia Read                      :      0.000u      1.617s      0.986w      1 calls
DFMP2 (Q|A)(A|ia)                   :    356.333u      0.583s     36.173w      1 calls
DFMP2 Qia Write                     :      0.450u      4.333s      2.602w      1 calls
DFMP2 Energy                        :   2946.867u      5.433s    299.874w      1 calls
DFMP2 Qia Read                      :      1.650u      1.567s      1.934w      2 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      3.700u      0.383s      1.253w      1 calls
JK: (A|mn)                          :   2065.817u      0.150s    206.882w      1 calls
JK: (A|Q)^-1/2                      :    283.933u      2.667s     28.756w      1 calls
JK: (Q|mn)                          :   1380.800u      1.233s    138.445w      1 calls
HF: Form core H                     :      0.550u      0.033s      0.062w      1 calls
HF: Form S/X                        :      3.500u      0.067s      0.358w      1 calls
HF: Guess                           :      8.650u      0.250s      0.891w      1 calls
| SAD Guess                         :      8.467u      0.250s      0.873w      1 calls
HF: Form G                          :   4557.350u     24.250s    474.577w     15 calls
| JK: D                             :      0.500u      0.017s      0.053w     15 calls
| JK: USO2AO                        :      0.317u      0.017s      0.034w     15 calls
| JK: JK                            :   4555.950u     24.217s    474.428w     15 calls
| | JK: J                           :    129.483u      1.267s     13.143w     30 calls
| | | JK: J1                        :     66.183u      0.617s      6.693w     30 calls
| | | JK: J2                        :     61.650u      0.600s      6.236w     30 calls
| | JK: K                           :   4385.267u      2.350s    440.739w     30 calls
| | | JK: K1                        :   2541.083u      0.583s    254.583w     30 calls
| | | JK: K2                        :   1843.950u      1.750s    186.131w     30 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.383u      0.017s      0.035w     15 calls
HF: Form D                          :      0.483u      0.017s      0.051w     15 calls
HF: DIIS                            :     19.983u      1.450s      2.141w     14 calls
| DIISManager::add_entry            :      1.683u      0.300s      0.194w     14 calls
| DIISManager::extrapolate          :      6.283u      1.083s      0.729w     14 calls
| | bMatrix setup                   :      3.100u      0.617s      0.371w     14 calls
| | bMatrix pseudoinverse           :      0.067u      0.000s      0.001w     14 calls
| | New vector                      :      3.100u      0.467s      0.356w     14 calls
HF: Form C                          :     49.567u      0.583s      5.027w     14 calls
DFMP2 Singles                       :      0.683u      0.033s      0.073w      1 calls
DFMP2 Aia                           :   1326.100u     11.417s    149.968w      1 calls
| DFMP2 (A|mn)                      :   1117.350u      1.000s    112.003w      3 calls
| DFMP2 (A|mn)C_mi                  :     97.317u      0.300s      9.812w      3 calls
| DFMP2 (A|mi)C_na                  :     84.100u      0.233s      8.448w      3 calls
| DFMP2 Aia Write                   :      2.750u      4.350s      2.567w      3 calls
DFMP2 Qia                           :    696.650u     12.233s     76.259w      1 calls
| DFMP2 Metric                      :    336.883u      3.400s     34.265w      1 calls
| DFMP2 Aia Read                    :      0.000u      1.617s      0.986w      1 calls
| DFMP2 (Q|A)(A|ia)                 :    356.333u      0.583s     36.173w      1 calls
| DFMP2 Qia Write                   :      0.450u      4.333s      2.602w      1 calls
DFMP2 Energy                        :   2946.867u      5.433s    299.874w      1 calls
| DFMP2 Qia Read                    :      1.650u      1.567s      1.934w      2 calls

**************************************************************************************

Host: node98.bme.utexas.edu

Timers On : Tue Apr 14 12:45:12 2020
Timers Off: Tue Apr 14 13:08:06 2020

Wall Time:     1374.52 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
