
Host: node37.bme.utexas.edu

Timers On : Sun Dec 29 12:30:42 2019
Timers Off: Sun Dec 29 12:30:49 2019

Wall Time:        6.96 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
HF: Guess                           :      0.533u      0.000s      0.322w      9 calls
SAD Guess                           :      0.517u      0.000s      0.310w      1 calls
HF: Form G                          :      0.300u      0.000s      0.185w     93 calls
JK: D                               :      0.000u      0.000s      0.002w     93 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     93 calls
JK: JK                              :      0.300u      0.000s      0.179w     93 calls
DFH: compute_JK()                   :      0.300u      0.000s      0.178w     93 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     93 calls
DFH: compute_J                      :      0.100u      0.000s      0.031w     93 calls
DFH: compute_K                      :      0.200u      0.000s      0.146w     93 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     93 calls
HF: Form F                          :      0.000u      0.000s      0.001w     93 calls
HF: Form D                          :      0.000u      0.000s      0.001w     93 calls
HF: DIIS                            :      0.100u      0.000s      0.100w     92 calls
DIISManager::add_entry              :      0.000u      0.000s      0.044w     84 calls
DIISManager::extrapolate            :      0.000u      0.000s      0.013w     84 calls
bMatrix setup                       :      0.000u      0.000s      0.005w     84 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.003w     84 calls
New vector                          :      0.000u      0.000s      0.004w     84 calls
HF: Form C                          :      0.017u      0.000s      0.034w     92 calls
Grad: V T Perturb                   :      0.283u      0.000s      0.182w      9 calls
Grad: S                             :      0.000u      0.000s      0.003w      9 calls
Grad: JK                            :      6.700u      0.017s      4.218w      9 calls
JKGrad: Amn                         :      1.017u      0.000s      0.593w      9 calls
JKGrad: Awmn                        :      0.000u      0.000s      0.000w      9 calls
JKGrad: AB                          :      0.900u      0.000s      0.550w      9 calls
JKGrad: UV                          :      0.000u      0.017s      0.009w      9 calls
JKGrad: ABx                         :      0.633u      0.000s      0.397w      9 calls
JKGrad: Amnx                        :      3.717u      0.000s      2.227w      9 calls
Grad: XC                            :      0.000u      0.000s      0.000w      9 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.383u      0.017s      0.245w      9 calls
DFH: initialize()                   :      2.017u      0.000s      1.222w      9 calls
| DFH: AO Construction              :      0.533u      0.000s      0.333w      9 calls
| DFH: AO-Met. Contraction          :      0.200u      0.000s      0.121w      9 calls
HF: Form core H                     :      0.033u      0.000s      0.217w      9 calls
HF: Form S/X                        :      0.000u      0.000s      0.004w      9 calls
HF: Guess                           :      0.533u      0.000s      0.322w      9 calls
| SAD Guess                         :      0.517u      0.000s      0.310w      1 calls
HF: Form G                          :      0.300u      0.000s      0.185w     93 calls
| JK: D                             :      0.000u      0.000s      0.002w     93 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     93 calls
| JK: JK                            :      0.300u      0.000s      0.179w     93 calls
| | DFH: compute_JK()               :      0.300u      0.000s      0.178w     93 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     93 calls
| | | DFH: compute_J                :      0.100u      0.000s      0.031w     93 calls
| | | DFH: compute_K                :      0.200u      0.000s      0.146w     93 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     93 calls
HF: Form F                          :      0.000u      0.000s      0.001w     93 calls
HF: Form D                          :      0.000u      0.000s      0.001w     93 calls
HF: DIIS                            :      0.100u      0.000s      0.100w     92 calls
| DIISManager::add_entry            :      0.000u      0.000s      0.044w     84 calls
| DIISManager::extrapolate          :      0.000u      0.000s      0.013w     84 calls
| | bMatrix setup                   :      0.000u      0.000s      0.005w     84 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.003w     84 calls
| | New vector                      :      0.000u      0.000s      0.004w     84 calls
HF: Form C                          :      0.017u      0.000s      0.034w     92 calls
Grad: V T Perturb                   :      0.283u      0.000s      0.182w      9 calls
Grad: S                             :      0.000u      0.000s      0.003w      9 calls
Grad: JK                            :      6.700u      0.017s      4.218w      9 calls
| JKGrad: Amn                       :      1.017u      0.000s      0.593w      9 calls
| JKGrad: Awmn                      :      0.000u      0.000s      0.000w      9 calls
| JKGrad: AB                        :      0.900u      0.000s      0.550w      9 calls
| JKGrad: UV                        :      0.000u      0.017s      0.009w      9 calls
| JKGrad: ABx                       :      0.633u      0.000s      0.397w      9 calls
| JKGrad: Amnx                      :      3.717u      0.000s      2.227w      9 calls
Grad: XC                            :      0.000u      0.000s      0.000w      9 calls

**************************************************************************************

Host: node37.bme.utexas.edu

Timers On : Sun Dec 29 12:32:48 2019
Timers Off: Sun Dec 29 12:32:59 2019

Wall Time:       10.84 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.450u      0.017s      0.244w      9 calls
DFH: initialize()                   :      2.067u      0.033s      1.250w      9 calls
DFH: AO Construction                :      0.550u      0.000s      0.339w      9 calls
DFH: AO-Met. Contraction            :      0.217u      0.000s      0.123w      9 calls
HF: Form core H                     :      0.017u      0.000s      0.123w      9 calls
HF: Form S/X                        :      0.000u      0.000s      0.004w      9 calls
HF: Guess                           :      0.533u      0.017s      0.322w      9 calls
SAD Guess                           :      0.500u      0.017s      0.310w      1 calls
HF: Form G                          :      0.317u      0.017s      0.190w     92 calls
JK: D                               :      0.000u      0.000s      0.002w     92 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     92 calls
JK: JK                              :      0.300u      0.017s      0.183w     92 calls
DFH: compute_JK()                   :      0.300u      0.017s      0.183w     92 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     92 calls
DFH: compute_J                      :      0.067u      0.017s      0.033w     92 calls
DFH: compute_K                      :      0.233u      0.000s      0.149w     92 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     92 calls
HF: Form F                          :      0.000u      0.000s      0.001w     92 calls
HF: Form D                          :      0.000u      0.000s      0.001w     92 calls
HF: DIIS                            :      0.050u      0.000s      0.082w     91 calls
DIISManager::add_entry              :      0.017u      0.000s      0.027w     83 calls
DIISManager::extrapolate            :      0.000u      0.000s      0.013w     83 calls
bMatrix setup                       :      0.000u      0.000s      0.005w     83 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.003w     83 calls
New vector                          :      0.000u      0.000s      0.004w     83 calls
HF: Form C                          :      0.083u      0.000s      0.034w     91 calls
Grad: V T Perturb                   :      0.300u      0.033s      0.182w      9 calls
Grad: S                             :      0.000u      0.000s      0.004w      9 calls
Grad: JK                            :      6.633u      0.067s      4.138w      9 calls
JKGrad: Amn                         :      0.933u      0.000s      0.591w      9 calls
JKGrad: Awmn                        :      0.000u      0.000s      0.000w      9 calls
JKGrad: AB                          :      0.900u      0.000s      0.550w      9 calls
JKGrad: UV                          :      0.000u      0.017s      0.009w      9 calls
JKGrad: ABx                         :      0.717u      0.000s      0.395w      9 calls
JKGrad: Amnx                        :      3.650u      0.000s      2.214w      9 calls
Grad: XC                            :      0.000u      0.000s      0.000w      9 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.450u      0.017s      0.244w      9 calls
DFH: initialize()                   :      2.067u      0.033s      1.250w      9 calls
| DFH: AO Construction              :      0.550u      0.000s      0.339w      9 calls
| DFH: AO-Met. Contraction          :      0.217u      0.000s      0.123w      9 calls
HF: Form core H                     :      0.017u      0.000s      0.123w      9 calls
HF: Form S/X                        :      0.000u      0.000s      0.004w      9 calls
HF: Guess                           :      0.533u      0.017s      0.322w      9 calls
| SAD Guess                         :      0.500u      0.017s      0.310w      1 calls
HF: Form G                          :      0.317u      0.017s      0.190w     92 calls
| JK: D                             :      0.000u      0.000s      0.002w     92 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     92 calls
| JK: JK                            :      0.300u      0.017s      0.183w     92 calls
| | DFH: compute_JK()               :      0.300u      0.017s      0.183w     92 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     92 calls
| | | DFH: compute_J                :      0.067u      0.017s      0.033w     92 calls
| | | DFH: compute_K                :      0.233u      0.000s      0.149w     92 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     92 calls
HF: Form F                          :      0.000u      0.000s      0.001w     92 calls
HF: Form D                          :      0.000u      0.000s      0.001w     92 calls
HF: DIIS                            :      0.050u      0.000s      0.082w     91 calls
| DIISManager::add_entry            :      0.017u      0.000s      0.027w     83 calls
| DIISManager::extrapolate          :      0.000u      0.000s      0.013w     83 calls
| | bMatrix setup                   :      0.000u      0.000s      0.005w     83 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.003w     83 calls
| | New vector                      :      0.000u      0.000s      0.004w     83 calls
HF: Form C                          :      0.083u      0.000s      0.034w     91 calls
Grad: V T Perturb                   :      0.300u      0.033s      0.182w      9 calls
Grad: S                             :      0.000u      0.000s      0.004w      9 calls
Grad: JK                            :      6.633u      0.067s      4.138w      9 calls
| JKGrad: Amn                       :      0.933u      0.000s      0.591w      9 calls
| JKGrad: Awmn                      :      0.000u      0.000s      0.000w      9 calls
| JKGrad: AB                        :      0.900u      0.000s      0.550w      9 calls
| JKGrad: UV                        :      0.000u      0.017s      0.009w      9 calls
| JKGrad: ABx                       :      0.717u      0.000s      0.395w      9 calls
| JKGrad: Amnx                      :      3.650u      0.000s      2.214w      9 calls
Grad: XC                            :      0.000u      0.000s      0.000w      9 calls

**************************************************************************************

Host: node37.bme.utexas.edu

Timers On : Sun Dec 29 12:33:19 2019
Timers Off: Sun Dec 29 12:33:41 2019

Wall Time:       21.72 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      2.467u      0.050s      1.509w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.028w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.583u      0.000s      0.350w      1 calls
SAD Guess                           :      0.567u      0.000s      0.338w      1 calls
HF: Form G                          :      0.417u      0.000s      0.241w     15 calls
JK: D                               :      0.000u      0.000s      0.001w     15 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     15 calls
JK: JK                              :      0.417u      0.000s      0.239w     15 calls
PK computes JK                      :      0.417u      0.000s      0.239w     15 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.000u      0.000s      0.001w     15 calls
HF: Form D                          :      0.000u      0.000s      0.000w     15 calls
HF: DIIS                            :      0.033u      0.017s      0.026w     14 calls
DIISManager::add_entry              :      0.000u      0.000s      0.007w     14 calls
DIISManager::extrapolate            :      0.000u      0.017s      0.007w     14 calls
bMatrix setup                       :      0.000u      0.000s      0.003w     14 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.001w     14 calls
New vector                          :      0.000u      0.017s      0.002w     14 calls
HF: Form C                          :      0.033u      0.000s      0.024w     14 calls
DFMP2 Singles                       :      0.000u      0.000s      0.000w      1 calls
DFMP2 Aia                           :      0.367u      0.017s      0.235w      1 calls
DFMP2 (A|mn)                        :      0.250u      0.000s      0.147w      1 calls
DFMP2 (A|mn)C_mi                    :      0.000u      0.000s      0.006w      1 calls
DFMP2 (A|mi)C_na                    :      0.017u      0.000s      0.004w      1 calls
DFMP2 Aia Write                     :      0.000u      0.000s      0.001w      1 calls
DFMP2 Qia                           :      0.167u      0.000s      0.116w      1 calls
DFMP2 Metric                        :      0.150u      0.000s      0.098w      1 calls
DFMP2 Aia Read                      :      0.000u      0.000s      0.001w      1 calls
DFMP2 (Q|A)(A|ia)                   :      0.000u      0.000s      0.008w      1 calls
DFMP2 Qia Write                     :      0.000u      0.000s      0.001w      1 calls
DFMP2 Energy                        :      0.017u      0.017s      0.018w      1 calls
DFMP2 Qia Read                      :      0.000u      0.000s      0.000w      2 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      2.467u      0.050s      1.509w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.028w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.583u      0.000s      0.350w      1 calls
| SAD Guess                         :      0.567u      0.000s      0.338w      1 calls
HF: Form G                          :      0.417u      0.000s      0.241w     15 calls
| JK: D                             :      0.000u      0.000s      0.001w     15 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     15 calls
| JK: JK                            :      0.417u      0.000s      0.239w     15 calls
| | PK computes JK                  :      0.417u      0.000s      0.239w     15 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.000u      0.000s      0.001w     15 calls
HF: Form D                          :      0.000u      0.000s      0.000w     15 calls
HF: DIIS                            :      0.033u      0.017s      0.026w     14 calls
| DIISManager::add_entry            :      0.000u      0.000s      0.007w     14 calls
| DIISManager::extrapolate          :      0.000u      0.017s      0.007w     14 calls
| | bMatrix setup                   :      0.000u      0.000s      0.003w     14 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.001w     14 calls
| | New vector                      :      0.000u      0.017s      0.002w     14 calls
HF: Form C                          :      0.033u      0.000s      0.024w     14 calls
DFMP2 Singles                       :      0.000u      0.000s      0.000w      1 calls
DFMP2 Aia                           :      0.367u      0.017s      0.235w      1 calls
| DFMP2 (A|mn)                      :      0.250u      0.000s      0.147w      1 calls
| DFMP2 (A|mn)C_mi                  :      0.000u      0.000s      0.006w      1 calls
| DFMP2 (A|mi)C_na                  :      0.017u      0.000s      0.004w      1 calls
| DFMP2 Aia Write                   :      0.000u      0.000s      0.001w      1 calls
DFMP2 Qia                           :      0.167u      0.000s      0.116w      1 calls
| DFMP2 Metric                      :      0.150u      0.000s      0.098w      1 calls
| DFMP2 Aia Read                    :      0.000u      0.000s      0.001w      1 calls
| DFMP2 (Q|A)(A|ia)                 :      0.000u      0.000s      0.008w      1 calls
| DFMP2 Qia Write                   :      0.000u      0.000s      0.001w      1 calls
DFMP2 Energy                        :      0.017u      0.017s      0.018w      1 calls
| DFMP2 Qia Read                    :      0.000u      0.000s      0.000w      2 calls

**************************************************************************************

Host: node37.bme.utexas.edu

Timers On : Sun Dec 29 12:33:41 2019
Timers Off: Sun Dec 29 12:34:03 2019

Wall Time:       21.41 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      2.433u      0.050s      1.500w      1 calls
HF: Form core H                     :      0.000u      0.017s      0.024w      1 calls
HF: Form S/X                        :      0.017u      0.000s      0.002w      1 calls
HF: Guess                           :      0.550u      0.000s      0.335w      1 calls
SAD Guess                           :      0.533u      0.000s      0.323w      1 calls
HF: Form G                          :      0.367u      0.000s      0.236w     15 calls
JK: D                               :      0.000u      0.000s      0.001w     15 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     15 calls
JK: JK                              :      0.367u      0.000s      0.233w     15 calls
PK computes JK                      :      0.367u      0.000s      0.233w     15 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.000u      0.000s      0.001w     15 calls
HF: Form D                          :      0.000u      0.000s      0.000w     15 calls
HF: DIIS                            :      0.067u      0.017s      0.023w     14 calls
DIISManager::add_entry              :      0.000u      0.000s      0.005w     14 calls
DIISManager::extrapolate            :      0.000u      0.017s      0.006w     14 calls
bMatrix setup                       :      0.000u      0.017s      0.003w     14 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.001w     14 calls
New vector                          :      0.000u      0.000s      0.002w     14 calls
HF: Form C                          :      0.050u      0.000s      0.024w     14 calls
DFMP2 Singles                       :      0.000u      0.000s      0.000w      1 calls
DFMP2 Aia                           :      0.333u      0.017s      0.226w      1 calls
DFMP2 (A|mn)                        :      0.233u      0.000s      0.141w      1 calls
DFMP2 (A|mn)C_mi                    :      0.017u      0.000s      0.006w      1 calls
DFMP2 (A|mi)C_na                    :      0.000u      0.000s      0.004w      1 calls
DFMP2 Aia Write                     :      0.000u      0.000s      0.001w      1 calls
DFMP2 Qia                           :      0.167u      0.017s      0.109w      1 calls
DFMP2 Metric                        :      0.150u      0.017s      0.091w      1 calls
DFMP2 Aia Read                      :      0.000u      0.000s      0.001w      1 calls
DFMP2 (Q|A)(A|ia)                   :      0.017u      0.000s      0.008w      1 calls
DFMP2 Qia Write                     :      0.000u      0.000s      0.001w      1 calls
DFMP2 Energy                        :      0.017u      0.000s      0.017w      1 calls
DFMP2 Qia Read                      :      0.000u      0.000s      0.000w      2 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      2.433u      0.050s      1.500w      1 calls
HF: Form core H                     :      0.000u      0.017s      0.024w      1 calls
HF: Form S/X                        :      0.017u      0.000s      0.002w      1 calls
HF: Guess                           :      0.550u      0.000s      0.335w      1 calls
| SAD Guess                         :      0.533u      0.000s      0.323w      1 calls
HF: Form G                          :      0.367u      0.000s      0.236w     15 calls
| JK: D                             :      0.000u      0.000s      0.001w     15 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     15 calls
| JK: JK                            :      0.367u      0.000s      0.233w     15 calls
| | PK computes JK                  :      0.367u      0.000s      0.233w     15 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.000u      0.000s      0.001w     15 calls
HF: Form D                          :      0.000u      0.000s      0.000w     15 calls
HF: DIIS                            :      0.067u      0.017s      0.023w     14 calls
| DIISManager::add_entry            :      0.000u      0.000s      0.005w     14 calls
| DIISManager::extrapolate          :      0.000u      0.017s      0.006w     14 calls
| | bMatrix setup                   :      0.000u      0.017s      0.003w     14 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.001w     14 calls
| | New vector                      :      0.000u      0.000s      0.002w     14 calls
HF: Form C                          :      0.050u      0.000s      0.024w     14 calls
DFMP2 Singles                       :      0.000u      0.000s      0.000w      1 calls
DFMP2 Aia                           :      0.333u      0.017s      0.226w      1 calls
| DFMP2 (A|mn)                      :      0.233u      0.000s      0.141w      1 calls
| DFMP2 (A|mn)C_mi                  :      0.017u      0.000s      0.006w      1 calls
| DFMP2 (A|mi)C_na                  :      0.000u      0.000s      0.004w      1 calls
| DFMP2 Aia Write                   :      0.000u      0.000s      0.001w      1 calls
DFMP2 Qia                           :      0.167u      0.017s      0.109w      1 calls
| DFMP2 Metric                      :      0.150u      0.017s      0.091w      1 calls
| DFMP2 Aia Read                    :      0.000u      0.000s      0.001w      1 calls
| DFMP2 (Q|A)(A|ia)                 :      0.017u      0.000s      0.008w      1 calls
| DFMP2 Qia Write                   :      0.000u      0.000s      0.001w      1 calls
DFMP2 Energy                        :      0.017u      0.000s      0.017w      1 calls
| DFMP2 Qia Read                    :      0.000u      0.000s      0.000w      2 calls

**************************************************************************************

Host: node37.bme.utexas.edu

Timers On : Sun Dec 29 12:34:03 2019
Timers Off: Sun Dec 29 12:34:24 2019

Wall Time:       21.26 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      2.383u      0.050s      1.471w      1 calls
HF: Form core H                     :      0.000u      0.017s      0.025w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.550u      0.000s      0.335w      1 calls
SAD Guess                           :      0.533u      0.000s      0.323w      1 calls
HF: Form G                          :      0.400u      0.000s      0.236w     15 calls
JK: D                               :      0.000u      0.000s      0.001w     15 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     15 calls
JK: JK                              :      0.400u      0.000s      0.233w     15 calls
PK computes JK                      :      0.400u      0.000s      0.233w     15 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.000u      0.000s      0.001w     15 calls
HF: Form D                          :      0.000u      0.000s      0.000w     15 calls
HF: DIIS                            :      0.017u      0.000s      0.025w     14 calls
DIISManager::add_entry              :      0.000u      0.000s      0.006w     14 calls
DIISManager::extrapolate            :      0.000u      0.000s      0.006w     14 calls
bMatrix setup                       :      0.000u      0.000s      0.003w     14 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.001w     14 calls
New vector                          :      0.000u      0.000s      0.002w     14 calls
HF: Form C                          :      0.050u      0.000s      0.024w     14 calls
DFMP2 Singles                       :      0.000u      0.000s      0.000w      1 calls
DFMP2 Aia                           :      0.350u      0.017s      0.229w      1 calls
DFMP2 (A|mn)                        :      0.250u      0.000s      0.142w      1 calls
DFMP2 (A|mn)C_mi                    :      0.000u      0.000s      0.006w      1 calls
DFMP2 (A|mi)C_na                    :      0.017u      0.000s      0.004w      1 calls
DFMP2 Aia Write                     :      0.000u      0.000s      0.001w      1 calls
DFMP2 Qia                           :      0.167u      0.000s      0.110w      1 calls
DFMP2 Metric                        :      0.150u      0.000s      0.091w      1 calls
DFMP2 Aia Read                      :      0.000u      0.000s      0.001w      1 calls
DFMP2 (Q|A)(A|ia)                   :      0.017u      0.000s      0.008w      1 calls
DFMP2 Qia Write                     :      0.000u      0.000s      0.001w      1 calls
DFMP2 Energy                        :      0.000u      0.000s      0.018w      1 calls
DFMP2 Qia Read                      :      0.000u      0.000s      0.000w      2 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      2.383u      0.050s      1.471w      1 calls
HF: Form core H                     :      0.000u      0.017s      0.025w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.550u      0.000s      0.335w      1 calls
| SAD Guess                         :      0.533u      0.000s      0.323w      1 calls
HF: Form G                          :      0.400u      0.000s      0.236w     15 calls
| JK: D                             :      0.000u      0.000s      0.001w     15 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     15 calls
| JK: JK                            :      0.400u      0.000s      0.233w     15 calls
| | PK computes JK                  :      0.400u      0.000s      0.233w     15 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.000u      0.000s      0.001w     15 calls
HF: Form D                          :      0.000u      0.000s      0.000w     15 calls
HF: DIIS                            :      0.017u      0.000s      0.025w     14 calls
| DIISManager::add_entry            :      0.000u      0.000s      0.006w     14 calls
| DIISManager::extrapolate          :      0.000u      0.000s      0.006w     14 calls
| | bMatrix setup                   :      0.000u      0.000s      0.003w     14 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.001w     14 calls
| | New vector                      :      0.000u      0.000s      0.002w     14 calls
HF: Form C                          :      0.050u      0.000s      0.024w     14 calls
DFMP2 Singles                       :      0.000u      0.000s      0.000w      1 calls
DFMP2 Aia                           :      0.350u      0.017s      0.229w      1 calls
| DFMP2 (A|mn)                      :      0.250u      0.000s      0.142w      1 calls
| DFMP2 (A|mn)C_mi                  :      0.000u      0.000s      0.006w      1 calls
| DFMP2 (A|mi)C_na                  :      0.017u      0.000s      0.004w      1 calls
| DFMP2 Aia Write                   :      0.000u      0.000s      0.001w      1 calls
DFMP2 Qia                           :      0.167u      0.000s      0.110w      1 calls
| DFMP2 Metric                      :      0.150u      0.000s      0.091w      1 calls
| DFMP2 Aia Read                    :      0.000u      0.000s      0.001w      1 calls
| DFMP2 (Q|A)(A|ia)                 :      0.017u      0.000s      0.008w      1 calls
| DFMP2 Qia Write                   :      0.000u      0.000s      0.001w      1 calls
DFMP2 Energy                        :      0.000u      0.000s      0.018w      1 calls
| DFMP2 Qia Read                    :      0.000u      0.000s      0.000w      2 calls

**************************************************************************************

Host: node37.bme.utexas.edu

Timers On : Sun Dec 29 12:34:24 2019
Timers Off: Sun Dec 29 12:34:46 2019

Wall Time:       21.75 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      2.450u      0.050s      1.512w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.024w      1 calls
HF: Form S/X                        :      0.017u      0.000s      0.002w      1 calls
HF: Guess                           :      0.567u      0.017s      0.348w      1 calls
SAD Guess                           :      0.550u      0.017s      0.335w      1 calls
HF: Form G                          :      0.433u      0.000s      0.241w     15 calls
JK: D                               :      0.000u      0.000s      0.001w     15 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     15 calls
JK: JK                              :      0.433u      0.000s      0.239w     15 calls
PK computes JK                      :      0.433u      0.000s      0.239w     15 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.000u      0.000s      0.001w     15 calls
HF: Form D                          :      0.000u      0.000s      0.000w     15 calls
HF: DIIS                            :      0.000u      0.033s      0.026w     14 calls
DIISManager::add_entry              :      0.000u      0.000s      0.007w     14 calls
DIISManager::extrapolate            :      0.000u      0.017s      0.007w     14 calls
bMatrix setup                       :      0.000u      0.017s      0.003w     14 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.001w     14 calls
New vector                          :      0.000u      0.000s      0.002w     14 calls
HF: Form C                          :      0.017u      0.000s      0.024w     14 calls
DFMP2 Singles                       :      0.000u      0.000s      0.000w      1 calls
DFMP2 Aia                           :      0.367u      0.017s      0.232w      1 calls
DFMP2 (A|mn)                        :      0.250u      0.000s      0.145w      1 calls
DFMP2 (A|mn)C_mi                    :      0.000u      0.000s      0.006w      1 calls
DFMP2 (A|mi)C_na                    :      0.017u      0.000s      0.004w      1 calls
DFMP2 Aia Write                     :      0.000u      0.000s      0.001w      1 calls
DFMP2 Qia                           :      0.167u      0.000s      0.115w      1 calls
DFMP2 Metric                        :      0.150u      0.000s      0.095w      1 calls
DFMP2 Aia Read                      :      0.000u      0.000s      0.001w      1 calls
DFMP2 (Q|A)(A|ia)                   :      0.017u      0.000s      0.008w      1 calls
DFMP2 Qia Write                     :      0.000u      0.000s      0.001w      1 calls
DFMP2 Energy                        :      0.017u      0.000s      0.018w      1 calls
DFMP2 Qia Read                      :      0.000u      0.000s      0.000w      2 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      2.450u      0.050s      1.512w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.024w      1 calls
HF: Form S/X                        :      0.017u      0.000s      0.002w      1 calls
HF: Guess                           :      0.567u      0.017s      0.348w      1 calls
| SAD Guess                         :      0.550u      0.017s      0.335w      1 calls
HF: Form G                          :      0.433u      0.000s      0.241w     15 calls
| JK: D                             :      0.000u      0.000s      0.001w     15 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     15 calls
| JK: JK                            :      0.433u      0.000s      0.239w     15 calls
| | PK computes JK                  :      0.433u      0.000s      0.239w     15 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.000u      0.000s      0.001w     15 calls
HF: Form D                          :      0.000u      0.000s      0.000w     15 calls
HF: DIIS                            :      0.000u      0.033s      0.026w     14 calls
| DIISManager::add_entry            :      0.000u      0.000s      0.007w     14 calls
| DIISManager::extrapolate          :      0.000u      0.017s      0.007w     14 calls
| | bMatrix setup                   :      0.000u      0.017s      0.003w     14 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.001w     14 calls
| | New vector                      :      0.000u      0.000s      0.002w     14 calls
HF: Form C                          :      0.017u      0.000s      0.024w     14 calls
DFMP2 Singles                       :      0.000u      0.000s      0.000w      1 calls
DFMP2 Aia                           :      0.367u      0.017s      0.232w      1 calls
| DFMP2 (A|mn)                      :      0.250u      0.000s      0.145w      1 calls
| DFMP2 (A|mn)C_mi                  :      0.000u      0.000s      0.006w      1 calls
| DFMP2 (A|mi)C_na                  :      0.017u      0.000s      0.004w      1 calls
| DFMP2 Aia Write                   :      0.000u      0.000s      0.001w      1 calls
DFMP2 Qia                           :      0.167u      0.000s      0.115w      1 calls
| DFMP2 Metric                      :      0.150u      0.000s      0.095w      1 calls
| DFMP2 Aia Read                    :      0.000u      0.000s      0.001w      1 calls
| DFMP2 (Q|A)(A|ia)                 :      0.017u      0.000s      0.008w      1 calls
| DFMP2 Qia Write                   :      0.000u      0.000s      0.001w      1 calls
DFMP2 Energy                        :      0.017u      0.000s      0.018w      1 calls
| DFMP2 Qia Read                    :      0.000u      0.000s      0.000w      2 calls

**************************************************************************************

Host: node37.bme.utexas.edu

